row_id,old_location,cleaned_location,latitude,longitude
122,"Petaluma, CA","Petaluma, CA",38.232417,-122.6366524
123,"Benicia, CA","Benicia, CA",38.049365,-122.1585777
124,"Walnut Creek, CA","Walnut Creek, CA",37.9100783,-122.0651819
125,Glasgow,Glasgow,55.864237,-4.251806
126,Defuniak springs fla.,Defuniak springs fla.,30.7210227,-86.1152184
128,"London, UK","London, UK",51.5073509,-0.1277583
129,"Houston, TX","Houston, TX",29.7604267,-95.3698028
130,"Fairfax, VA","Fairfax, VA",38.8462236,-77.3063733
131,"Wrecsam, Cymru.","Wrecsam, Cymru.",53.04304,-2.992494
132,South-east London,South-east London,51.5073509,-0.1277583
133,"Fontana, CA","Fontana, CA",34.0922335,-117.435048
134,herts,herts,36.7525914,-95.9931758
135,"Covington, KY","Covington, KY",39.0836712,-84.5085536
137,"Kansas, USA","Kansas, USA",39.011902,-98.4842465
138,Wakanda,Wakanda,44.9035894,-91.9222598
140,"Cambridge, UK","Cambridge, UK",52.205337,0.121817
141,Canada 🇨🇦,Canada 🇨🇦,45.4191783,-75.6834626
142,Washington DC,Washington DC,38.9071923,-77.0368707
143,"Brooklyn, NY, United States","Brooklyn, NY, United States",40.6781784,-73.9441579
145,Edinburgh Scotland,Edinburgh Scotland,55.953252,-3.188267
146,Cymru via Alba,Cymru via Alba,27.7895302,-81.3532351
147,"Norman, Oklahoma","Norman, Oklahoma",35.2225668,-97.4394777
148,UK & Africa,UK & Africa,55.378051,-3.435973
149,UK citizen of the world,UK citizen of the world,51.5839404,-0.3325537
151,Wokingham & London. UK.,Wokingham & London. UK.,51.410457,-0.833861
152,"Surat, India","Surat, India",21.1702401,72.8310607
153,"Nevada, USA","Nevada, USA",38.8026097,-116.419389
155,"Wisconsin Dells, Wisconsin","Wisconsin Dells, Wisconsin",43.6274794,-89.7709579
156,"Massachusetts, USA","Massachusetts, USA",42.4072107,-71.3824374
157,"South West, England","South West, England",50.7772135,-3.999461
158,"UK mainly, 020 7323 4554","UK mainly, 020 7323 4554",51.6721271,-0.031292
160,Everywhere,Everywhere,33.7589188,-84.3640829
161,online,online,37.6883305,-95.460253
162,Berlin / Germany,"Berlin , Germany",52.5200066,13.404954
163,"Birmingham, England","Birmingham, England",52.486243,-1.890401
164,Pittsburgh,Pittsburgh,40.4406248,-79.9958864
165,"Vermilion, OH","Vermilion, OH",41.4219889,-82.3646068
166,"Toronto, Canada","Toronto, Canada",43.653226,-79.3831843
167,Our Planet,Our Planet,41.8796999,-87.7863762
168,Northern Ireland,Northern Ireland,54.7877149,-6.4923145
169,"Malibu, California","Malibu, California",34.0259216,-118.7797571
170,"Porth, Rhondda","Porth, Rhondda",51.6160411,-3.4250598
171,"Seattle, WA","Seattle, WA",47.6062095,-122.3320708
172,"Cairo, GA","Cairo, GA",30.8774132,-84.2012897
173,"ÜT: 34.013297,-118.490444","ÜT: 34.013297, -118.490444",38.6324752,-112.1211083
174,Connecticut,Connecticut,41.6032207,-73.087749
175,Uk,Uk,55.378051,-3.435973
177,Cardiff,Cardiff,51.481581,-3.17909
178,"Boston, MA","Boston, MA",42.3600825,-71.0588801
180,algeria/saharaw,"algeria, saharaw",23.2897916,5.5363864
181,"Chicago, IL, USA","Chicago, IL, USA",41.8781136,-87.6297982
182,"Wisconsin, USA","Wisconsin, USA",43.7844397,-88.7878678
184,Bremerton WA,Bremerton WA,47.5650067,-122.6269768
185,"west coast, usa","west coast, usa",62.4113634,-149.0729714
186,"San Antonio, TX","San Antonio, TX",29.4241219,-98.4936282
187,Maine,Maine,45.253783,-69.4454689
188,Global,Global,39.04395,-94.597027
189,Worldwide with my heart in NYC,Worldwide with my heart in NYC,40.761911,-73.972431
190,Banjaluka | Paris,"Banjaluka , Paris",44.7666155,17.2163474
191,"Poughkeepsie,NY.","Poughkeepsie, NY.",41.7003713,-73.9209701
193,"Denver, CO","Denver, CO",39.7392358,-104.990251
194,"Verdun, QC, Canada","Verdun, QC, Canada",45.4548269,-73.5698729
195,simulation,simulation,36.3000326,-94.1660776
196,"Stamford, CT","Stamford, CT",41.0534302,-73.5387341
197,"Brazil,Salvador,Bahia","Brazil, Salvador, Bahia",-12.9722184,-38.5014136
198,"Omaha, NE","Omaha, NE",41.2565369,-95.9345034
200,"Midland, MI","Midland, MI",43.6155825,-84.2472116
201,"Detroit, MI","Detroit, MI",42.331427,-83.0457538
202,South Africa,South Africa,-30.559482,22.937506
203,CANADA,CANADA,56.130366,-106.346771
205,San Antonio TX,San Antonio TX,29.4241219,-98.4936282
206,"Miami, FL","Miami, FL",25.7616798,-80.1917902
207,"Dallas, Texas USA","Dallas, Texas USA",32.7766642,-96.7969879
208,"Illinois, USA","Illinois, USA",40.6331249,-89.3985283
209,"Nerang, QLD","Nerang, QLD",-27.995556,153.322222
210,Scotland,Scotland,56.4906712,-4.2026458
211,"San Francisco, CA","San Francisco, CA",37.7749295,-122.4194155
213,Germany,Germany,51.165691,10.451526
214,London Canada,London Canada,42.9849233,-81.2452768
216,"Oslo, Norway","Oslo, Norway",59.9138688,10.7522454
217,New Brunswick,New Brunswick,46.5653163,-66.4619164
218,San Francisco Bay Area,San Francisco Bay Area,37.8271784,-122.2913078
219,"New Delhi and Guwahati, India","New Delhi and Guwahati, India",26.1064727,91.5860468
220,"Yellowknife, NT","Yellowknife, NT",62.4539717,-114.3717887
221,"Pennsylvania, USA","Pennsylvania, USA",41.2033216,-77.1945247
222,"Santiago, Chile","Santiago, Chile",-33.4488897,-70.6692655
223,"Fort Lauderdale, Florida","Fort Lauderdale, Florida",26.1224386,-80.1373174
224,"Paris, France","Paris, France",48.856614,2.3522219
225,Back up account for   @de_cdn,Back up account for,37.5351,-97.249031
226,Pale Blue Dot,Pale Blue Dot,40.8260696,-73.9512129
227,Paris,Paris,48.856614,2.3522219
228,"The Hague, The Netherlands","The Hague, The Netherlands",52.0704978,4.3006999
229,"Silicon Valley, CA","Silicon Valley, CA",37.387474,-122.0575434
230,"Nancy, France","Nancy, France",48.692054,6.184417
231,Köln,Köln,50.937531,6.9602786
232,USA,USA,37.09024,-95.712891
233,miami  florida,miami florida,25.7616798,-80.1917902
234,"Syracuse, NY","Syracuse, NY",43.0481221,-76.1474244
235,"Bay Area, CA","Bay Area, CA",37.8271784,-122.2913078
236,The Internet,The Internet,15.1219947,105.8021808
237,India,India,20.593684,78.96288
239,Luxembourg,Luxembourg,49.815273,6.129583
240,The shores of Lake Titicaca,The shores of Lake Titicaca,-15.9254,-69.3354
242,Malta,Malta,35.937496,14.375416
243,New York,New York,40.7127753,-74.0059728
244,Sweden,Sweden,60.128161,18.643501
245,"Evanston, IL","Evanston, IL",42.0450722,-87.6876969
246,"Arusha, Tanzania","Arusha, Tanzania",-3.3869254,36.6829927
247,Lima Perú,Lima Perú,-12.0463731,-77.042754
248,"Kempston, Beds, England","Kempston, Beds, England",52.1179148,-0.4967915
249,"Santa Cruz, CA","Santa Cruz, CA",36.9741171,-122.0307963
250,leeuwarden the netherlands,leeuwarden the netherlands,53.2012334,5.7999133
251,Salt Lake City,Salt Lake City,40.7607793,-111.8910474
252,at Home in the wilds of Cascadia,at Home in the wilds of Cascadia,45.5624171,-122.6451698
253,"Fort Lauderdale, FL","Fort Lauderdale, FL",26.1224386,-80.1373174
254,"El Paso, TX","El Paso, TX",31.7618778,-106.4850217
255,California,California,36.778261,-119.4179324
256,"Maryland, USA","Maryland, USA",39.0457549,-76.6412712
257,Madrid,Madrid,40.4167754,-3.7037902
258,"Nottingham, England","Nottingham, England",52.9547832,-1.1581086
259,"Denmark, Skanderborg","Denmark, Skanderborg",56.037247,9.9297989
260,"Dallas, TX","Dallas, TX",32.7766642,-96.7969879
261,Multiverse,Multiverse,39.1740881,-94.5751983
265,Guayaquil,Guayaquil,-2.1709979,-79.9223592
266,"Madison, WI","Madison, WI",43.0730517,-89.4012302
267,"Midwest, USA","Midwest, USA",37.0437323,-95.5684983
268,Trump Country,Trump Country,40.6633677,-74.6989368
271,"Vancouver, BC, Canada","Vancouver, BC, Canada",49.2827291,-123.1207375
272,"Solana Beach, CA","Solana Beach, CA",32.991155,-117.2711481
273,"Maryville, Tennessee","Maryville, Tennessee",35.7564719,-83.9704593
274,Parts Unkown,Parts Unkown,36.4012037,-93.7379667
275,"Greenfield, IN","Greenfield, IN",39.785043,-85.7694226
276,Conwy,Conwy,53.282872,-3.82948
277,"Unfortunately, CA","Unfortunately, CA",36.778261,-119.4179324
278,Chicago,Chicago,41.8781136,-87.6297982
279,Cornwall UK,Cornwall UK,50.2660471,-5.0527125
280,"Chandigarh, India","Chandigarh, India",30.7333148,76.7794179
281,"Washington, DC area","Washington, DC area",39.059979,-77.123517
282,Ohio heavily gerrymandered 7th,Ohio heavily gerrymandered 7th,40.4172871,-82.907123
283,"Seattle, WA, USA","Seattle, WA, USA",47.6062095,-122.3320708
285,Midwest ,Midwest,37.034924,-95.6164622
286,Andromeda Galaxy,Andromeda Galaxy,41.2689027,-169.3154208
287,"Lisbon, Portugal","Lisbon, Portugal",38.7222524,-9.1393366
288,Belfast,Belfast,54.597285,-5.93012
289,Egypt,Egypt,26.820553,30.802498
290,"Laguna Beach, CA","Laguna Beach, CA",33.5427189,-117.7853568
291,"Fife, Scotland, Uk, EU","Fife, Scotland, Uk, EU",56.2082078,-3.1495175
292,ezequiel@frother.es,ezequiel .es,42.5669145,-2.1910434
294,Home planet,Home planet,41.5179425,-72.7647978
295,"British Columbia, Canada","British Columbia, Canada",53.7266683,-127.6476205
296,"New York, NY","New York, NY",40.7127753,-74.0059728
297,"Bangkok, Thailand","Bangkok, Thailand",13.7563309,100.5017651
298,"Austin, TX","Austin, TX",30.267153,-97.7430608
299,"Sydney, Australia","Sydney, Australia",-33.8688197,151.2092955
300,"Long Beach, CA","Long Beach, CA",33.7700504,-118.1937395
302,"Stirling, Scotland","Stirling, Scotland",56.1165227,-3.9369029
303,Delaware,Delaware,38.9108325,-75.5276699
304,Staffordshire,Staffordshire,52.8792745,-2.0571868
305,"Galveston, TX","Galveston, TX",29.3013479,-94.7976958
306,"Dunstable, England","Dunstable, England",51.885644,-0.52039
307,"Birmingham, AL","Birmingham, AL",33.5206608,-86.80249
308,"हिमाचल प्रदेश, भारत !","हिमाचल प्रदेश, भारत !",31.1048294,77.1733901
310, UK,UK,55.378051,-3.435973
311,somewhere,somewhere,36.0404924,-95.9618958
312,"Clinton Township, Mi","Clinton Township, Mi",42.5868882,-82.9195514
313,"Hamilton, OH","Hamilton, OH",39.3995008,-84.5613355
314,Citizen of the world,Citizen of the world,39.0645248,-94.5899497
315,"Berlin, Deutschland","Berlin, Deutschland",52.5200066,13.404954
316,"Houston, Texas","Houston, Texas",29.7604267,-95.3698028
317,The Resistance,The Resistance,44.9508411,-93.089851
318,"Garden Valley, CA","Garden Valley, CA",38.8540675,-120.8593809
319,Vienna,Vienna,48.2081743,16.3738189
321,Matrix,Matrix,36.2341174,-95.746143
322,"Coral Gables, FL +  Los Angeles, CA","Coral Gables, FL + Los Angeles, CA",25.749895,-80.258956
323,Kanas City,Kanas City,39.0997265,-94.5785667
324,Planet Earth,Planet Earth,41.909611,-87.771964
326,"Manchester, England","Manchester, England",53.4807593,-2.2426305
327,"No flag, no country","No flag, no country",63.4809809,10.9549522
328,NM,NM,34.5199402,-105.8700901
330,Altea,Altea,38.6029075,-0.0450666
331,"Chennai, India","Chennai, India",13.0826802,80.2707184
332,Colorado,Colorado,39.5500507,-105.7820674
333,Colchester,Colchester,51.895927,0.891874
335,"Wien, Österreich","Wien, Österreich",48.2081743,16.3738189
336,Northern California,Northern California,38.8375215,-120.8958242
338,Indiana where Pence still sux,Indiana where Pence still sux,40.2671941,-86.1349019
339,The Hills of Woodstock...,The Hills of Woodstock...,41.944202,-71.972315
340,"Provincetown, MA","Provincetown, MA",42.0584412,-70.1786425
343,Rachacha,Rachacha,43.1585899,-77.556237
344,European Union,European Union,45.4198818,-75.6951768
347,"Copenhagen, Denmark","Copenhagen, Denmark",55.6760968,12.5683372
348,North Carolina A&T SU.,North Carolina A&T SU.,36.0730071,-79.7723723
349,"Los Angeles, CA","Los Angeles, CA",34.0522342,-118.2436849
350,"Orlando, FL","Orlando, FL",28.5383355,-81.3792365
351,Upper Peninsula MI,Upper Peninsula MI,46.5374764,-87.3952109
352,South Wales,South Wales,51.6858341,-3.3821421
353,Welsh,Welsh,52.1306607,-3.7837117
354,"Raleigh, NC","Raleigh, NC",35.7795897,-78.6381787
355,38°53′42.4″N : 77°02′12.0″W,38°53′42.4″N : 77°02′12.0″W,40.5133787,-83.1721714
356,"Vienna, Austria","Vienna, Austria",48.2081743,16.3738189
357,Sunny California,Sunny California,33.8627421,-118.3988556
358,"St. Louis, MO","St. Louis, MO",38.6270025,-90.1994042
359,Upstate New York,Upstate New York,43.0422845,-76.1398137
360,"Lahore, Pakistan","Lahore, Pakistan",31.5203696,74.3587473
361,"Gurgaon, India","Gurgaon, India",28.4594965,77.0266383
362,United States - Worldwide,United States - Worldwide,34.2504796,-88.9759383
363,"Scotland, United Kingdom","Scotland, United Kingdom",56.4906712,-4.2026458
364,"Madrid, España","Madrid, España",40.4167754,-3.7037902
365,Gulf Coast region of Texas,Gulf Coast region of Texas,31.9685988,-99.9018131
366,"Palm Springs, CA","Palm Springs, CA",33.8302961,-116.5452921
367,"Silicon Valley, California","Silicon Valley, California",37.387474,-122.0575434
368,"Calcutta, India","Calcutta, India",22.572646,88.363895
369,Ilinois,Ilinois,40.6331249,-89.3985283
370,"Cambridge, Mass.","Cambridge, Mass.",42.3736158,-71.1097335
371,"Ojai, CA","Ojai, CA",34.4480495,-119.242889
372,"Barrow-in-Furness, England","Barrow-in-Furness, England",54.108967,-3.218894
373,Fukuoka-Japan,Fukuoka-Japan,33.5903547,130.4017155
374,Deep Heart Texas,Deep Heart Texas,30.097643,-97.307347
375,"Chicago, Madison and Milwaukee","Chicago, Madison and Milwaukee",42.0302876,-87.8179407
376,Rhode Island,Rhode Island,41.5800945,-71.4774291
377,"Atlanta, GA USA","Atlanta, GA USA",33.7489954,-84.3879824
378,"Wimborne Minster, England","Wimborne Minster, England",50.8004646,-1.9830004
379,"West side, Planet Earth","West side, Planet Earth",41.909611,-87.771964
380,"Crawfordsville, IN","Crawfordsville, IN",40.0411536,-86.8744516
381,"Cork, Ireland","Cork, Ireland",51.8968917,-8.4863157
382,"Georgia, USA","Georgia, USA",32.1656221,-82.9000751
384,Bangalore,Bangalore,12.9715987,77.5945627
385,"London, the EU","London, the EU",51.5073509,-0.1277583
386,"Delray Beach, FL","Delray Beach, FL",26.4614625,-80.0728201
387,Panamá,Panamá,8.537981,-80.782127
388,"Kauai, Hawaii","Kauai, Hawaii",22.0964396,-159.5261238
389,"Nice, Provence-Alpes-Côte d'Az","Nice, Provence-Alpes-Côte d'Az",43.7101728,7.2619532
390,"Hamburg, Germany","Hamburg, Germany",53.5510846,9.9936819
391,Boston ,Boston,42.3600825,-71.0588801
392,"Geneva, Switzerland","Geneva, Switzerland",46.2043907,6.1431577
393,"Cardiff, Wales","Cardiff, Wales",51.481581,-3.17909
395,NYC,NYC,40.7127753,-74.0059728
396,Massachusetts ,Massachusetts,42.4072107,-71.3824374
398,"Pierrefonds,Québec, Canada","Pierrefonds, Québec, Canada",45.4610142,-73.89036
401,North Philly,North Philly,40.0067623,-75.1428632
402,"Northeast, USA","Northeast, USA",43.2994285,-74.2179326
403,"Wausau, WI","Wausau, WI",44.9591352,-89.6301221
404,"Fairfax, OH","Fairfax, OH",39.1453377,-84.3932734
405,"Blacksburg, VA","Blacksburg, VA",37.2295733,-80.4139393
406,"Quito, Ecuador","Quito, Ecuador",-0.1806532,-78.4678382
407,"Indianapolis, IN","Indianapolis, IN",39.768403,-86.158068
408,"Oklahoma, USA","Oklahoma, USA",35.0077519,-97.092877
409,"ÜT: 49.28212,-123.101117","ÜT: 49.28212, -123.101117",41.6340658,-111.8518325
410,uk,uk,55.378051,-3.435973
411,"St Ann, MO","St Ann, MO",38.7309378,-90.3889622
412,Valley of the Sun,Valley of the Sun,33.4483771,-112.0740373
413,"Spokane, WA","Spokane, WA",47.6587802,-117.4260465
414,Stone Staffordshire,Stone Staffordshire,52.907932,-2.144045
416,india,india,20.593684,78.96288
417,"D/FW, Texas","D, FW, Texas",32.8998091,-97.0403352
418,Denver,Denver,39.7392358,-104.990251
419,Bay Area,Bay Area,37.8271784,-122.2913078
420,NEWARK&BROOKLYN ,NEWARK&BROOKLYN,40.735657,-74.1723667
421,"El Paso, Texas, USA","El Paso, Texas, USA",31.7618778,-106.4850217
422,USA | UK | Asia | Australia,"USA , UK , Asia , Australia",37.09024,-95.712891
423,Nevada,Nevada,38.8026097,-116.419389
424,usa,usa,37.09024,-95.712891
425,"Holgate, Ohio","Holgate, Ohio",41.2489374,-84.133
426,"ÜT: 25.784073,-80.15383","ÜT: 25.784073, -80.15383",41.2661313,-110.9603933
427,Midwest,Midwest,37.034924,-95.6164622
428,San Francisco,San Francisco,37.7749295,-122.4194155
429,East Coast,East Coast,38.6678026,-90.6012145
431,World,World,36.2067586,-95.986942
432,"London, centre of the universe","London, centre of the universe",51.5010782,-0.0205431
433,Goblin Valley,Goblin Valley,38.6080852,-110.6837684
434,Boston & Santiago,Boston & Santiago,42.3600825,-71.0588801
435,Greenbelt MD,Greenbelt MD,39.0045544,-76.8755282
436,"High Point, NC","High Point, NC",35.9556923,-80.0053176
437,"Houten, Nederland","Houten, Nederland",52.0029907,5.1857599
438,"Truro, Nova Scotia   Canada ","Truro, Nova Scotia Canada",45.3657733,-63.2869407
440,New Delhi,New Delhi,28.6139391,77.2090212
441,Norwalk CA.,Norwalk CA.,33.9022367,-118.081733
442,"Youngstown, OH","Youngstown, OH",41.0997803,-80.6495194
444,Londoner,Londoner,32.952424,-96.8383659
445,"indianapolis,indiana","indianapolis, indiana",39.768403,-86.158068
446,"Fife, Scotland","Fife, Scotland",56.2082078,-3.1495175
447,"Beijing, China","Beijing, China",39.9041999,116.4073963
448,"Lagos, Ife, Abuja, Kano & Maiduguri","Lagos, Ife, Abuja, Kano & Maiduguri",6.5243793,3.3792057
449,"Tucson, Arizona","Tucson, Arizona",32.2226066,-110.9747108
450,FRANCE (44500),FRANCE (44500),47.2975349,-2.3580765
452,"London, United Kingdom","London, United Kingdom",51.5073509,-0.1277583
453,Nashville,Nashville,36.1626638,-86.7816016
454,"Iowa, USA","Iowa, USA",41.8780025,-93.097702
455,Shores of the Coast Salish Sea,Shores of the Coast Salish Sea,48.634731,-123.406967
456,"Great Northwest, USA","Great Northwest, USA",29.4922794,-98.6573084
457,"Lithonia, Georgia","Lithonia, Georgia",33.7123305,-84.1051939
458,San Francisco / London,"San Francisco , London",38.0146572,-122.2571503
459,Maine USA,Maine USA,45.253783,-69.4454689
460,"Indiana, USA","Indiana, USA",40.2671941,-86.1349019
461,"Helsinki, Finland","Helsinki, Finland",60.1698557,24.9383791
462,venezuela,venezuela,6.42375,-66.58973
464,"Bellevue, WA","Bellevue, WA",47.6101497,-122.2015159
465,Bangor NI (nee Liverpool),Bangor NI (nee Liverpool),53.4083714,-2.9915726
466,"Baton Rouge, LA","Baton Rouge, LA",30.4514677,-91.1871466
467,"Denton, TX","Denton, TX",33.2148412,-97.1330683
468,"Lexington, NC","Lexington, NC",35.8240265,-80.2533838
469,Tennessee in the Smoky Mountains,Tennessee in the Smoky Mountains,35.6531943,-83.5070203
470,SF + DC,SF + DC,37.7691279,-122.4044638
471,"Burbank, CA - USA","Burbank, CA - USA",34.1808392,-118.3089661
472,"Medical Lake,WA.","Medical Lake, WA.",47.5729426,-117.6821604
473,"Mishawaka, IN","Mishawaka, IN",41.6619927,-86.1586156
474,Miami Florida,Miami Florida,25.7616798,-80.1917902
475,Oregon,Oregon,43.8041334,-120.5542012
477,"Missouri, USA","Missouri, USA",37.9642529,-91.8318334
478,Born in the USA,Born in the USA,37.09024,-95.712891
479,trinidad and tobago,trinidad and tobago,10.691803,-61.222503
480,"Eustis, FL","Eustis, FL",28.8527675,-81.6853534
482,"Mérida, Yucatán, México","Mérida, Yucatán, México",20.9673702,-89.5925857
483,"Willowbrook, IL","Willowbrook, IL",41.7697533,-87.9358931
484,"Molenbeek-Saint-Jean, Belgique","Molenbeek-Saint-Jean, Belgique",50.8522009,4.3303277
485,Santiago,Santiago,-33.4488897,-70.6692655
486,"Los Angeles, California","Los Angeles, California",34.0522342,-118.2436849
487,"Conyngham, PA","Conyngham, PA",40.9920285,-76.0565946
488,"New Jersey, USA","New Jersey, USA",40.0583238,-74.4056612
490,"Seattle, Wa","Seattle, Wa",47.6062095,-122.3320708
491,"Maury Island, WA, USA","Maury Island, WA, USA",47.3770432,-122.4298481
492,"Wales, United Kingdom","Wales, United Kingdom",52.1306607,-3.7837117
493,"Virginia, USA","Virginia, USA",37.4315734,-78.6568942
494,"Annapolis, MD","Annapolis, MD",38.9784453,-76.4921829
495,Borderlands,Borderlands,47.1685694,-113.5208207
496,"Darmstadt, Germany","Darmstadt, Germany",49.8728253,8.6511929
497,Home: the tropics,Home: the tropics,18.34279,-64.9294399
498,"Michigan, USA","Michigan, USA",44.3148443,-85.6023643
499,"Seoul, Republic of Korea","Seoul, Republic of Korea",37.566535,126.9779692
500,Deutschland | Hannover,"Deutschland , Hannover",52.3758916,9.7320104
501,Latin America,Latin America,-4.4420385,-61.3268535
